,key,value,name
4073,Ingredients,Organic Arabica Coffee,"Victor Allen's Coffee Organic Peruvian Medium Roast Single Serve Brew Cups, 0.35 oz"
4074,Ingredients,"ARABICA COFFEE,Arabica Coffee.",Green Mountain Coffee? Colombian Fair Trade Select Coffee K-Cup? Packs 12 ct Box
4076,Ingredients,"Sugar,Dextrose,Citric Acid,Natural Flavor,Salt,Sodium Citrate,Monopotassium Phosphate,Calcium Silicate,Gum Arabic,Ascorbic Acid (to Promote Color Retention),Red 40,Blue 1.","Gatorade G Series Perform Riptide Rush Sports Drink Powder, 21 oz"
4080,Ingredients,"CORN SYRUP,SUGAR,APPLE PUREE CONCENTRATE,WATER,MODIFIED CORN STARCH,GELATIN,CONTAINS 2% OR LESS OF CITRIC ACID,VITAMIN C (ASCORBIC ACID),NATURAL AND ARTIFICIAL FLAVORS,YELLOW 5,RED 40,SODIUM CITRATE,BLUE 1.,Corn Syrup,Sugar,Apple Puree Concentrate,Water,Modified Corn Starch,Gelatin,Contains 2 Or Less of: Citric Acid,Vitamin C (Ascorbic Acid),Natural And Artificial Flavors,Yellow 5,Red 40,Sodium Citrate,Blue 1.","Kellogg's Finding Nemo Fruit Snacks, 10 ct/8 oz"
4082,Ingredients,"Glycerin,Water,Natural Flavors.","Frontier Coffee Flavor, 2 Oz"
4083,Ingredients,"Figs,Pure Cane Sugar,Oranges,Fruit Pectin,Citric Acid (Acidity Regulator),Lactic Acid (Acidity Regulator),Ascorbic Acid (Antioxidant).",Dalmatia Fig with Fresh Orange Spread - 8.5 oz
4084,Ingredients,"Artichoke Hearts,Water,Salt and Citric Acid.","Cento Quartered Artichoke Hearts in Brine, 14 Ounce"
4085,Ingredients,"Evaporated Cane Juice,Sweet Brown Rice Flour,Tapioca Starch,Brown Rice Flour,Arrowroot Powder,Sorghum Flour,Xanthan Gum,Cream of Tartar,Baking Soda and Salt,Baking Soda,Salt.","Namaste Cookie Mix, 20 oz"
4089,Ingredients,"100% Pure Grapeseed Oil.,Grapeseed Oil",Roland Grapeseed Oil (France) Cans - 16.9 oz
4091,Ingredients,"A seasonal mix of root vegetables (sweet potato,parsnip,batata,taro,yuca),canola oil and/or safflower oil and/or sunflower oil,beet juice concentrate (for color),salt",Exotic Vegetable Chips - Original
4095,Ingredients,"Made of Sugar,Gum Base,Glucose Syrup,Modified Food Starch,Artificial and Natural Flavoring and Candelilla Wax,Red 40,Yellow 6,Yellow 5,Blue 2,Blue 1.",Chiclets Gum
4100,Ingredients,"Carbonated Water,High Fructose Corn Syrup,Citric Acid,Sugar,Natural and Artificial Flavors,Sodium Citrate,Sodium Benzoate (to protect taste),D-Ribose,Caffeine,Acacia,Niacinamide (Vitamin B3),Calcium Pantothenate (Vitamin B5),Glycerol Ester of Rosin,Yellow 5,Pyridoxine Hydrochloride (Vitamin B6),Cyanocobalamin (Vitamin B12).","Full Throttle Citrus Energy Drink - 4 PK, 64.0 FL OZ"
4105,Ingredients,"Water,Cider Vinegar,Sugar,Fructose,Basil,Salt,Dextrose,Dried Onion,Garlic Powder,Xanthan Gum,Natural Lime Flavor,Corn Syrup Solids,Citric Acid,Oleoresin Turmeric.","Maple Grove Fat Free Lime Basil Vinaigrette, 8 Oz"
4106,Ingredients,flour. salt vegetable oil.,Maru Wins Takada Shop Our House Cymene Miwa Somen 300gx4 Bags With Zipper
4107,Ingredients,flour. salt.,Marusakae Milling Wealthy Farmer Hiyamugi 250gx12 Bags
4108,Ingredients,"Pears,Reconstituted White Grape Juice,Acai Clarified Juice,Reconstituted Pear Juice,Reconstituted Blackberry Juice,Citric Acid,Ascorbic Acid ( to Protect Color),Natural Flavors,Potassium Sorbate and Sodium Benzoate (to Preserve Quality),Color Added.","Del Monte Superfruit Pear Chunks + Acai & Blackberry Juice Blend, 6 Oz"
4109,Ingredients,"Yeast,Sorbitan Monostearate,Vitamin C.",Active Dry Yeast
4111,Ingredients,dedicated. sugar. salt. lactic a.,200gx10 One Element of Ezaki Glico Your Sekihan
4112,Ingredients,"Black Tea Powder,Citric Acid,Maltodextrin,Sucralose,Natural Flavor,Lemon Juice Solids,Acesulfame Potassium.","Arizona Sugar Free Lemon Iced Tea Mix, 1.7 Oz (pack of 12)"
4114,Ingredients,"Quartered Artichoke Hearts,Sunflower Oil,Vinegar,Sea Salt,Spices,Citric Acid and Ascorbic Acid.","Mezetta, Grilled Artichokes, 6.7 oz"
4116,Ingredients,"Caramel Apple Ingredients: Dehydrated Cane Syrup Solids. Dehydrated Apples,Brown Sugar,Malic Acid,Contains 2% Or Less of: Natural Flavors,Ascorbic Acid !(Vitamin C),Stevia Extract (Rebaudioside A),.Spiced Apple Ingredients: Dehydrated Cane Syrup Solids,Dehydrated Apples,Malic Acid,Contains 2% Or Less of: Natural Flavors,Ground Cinnamon,Ascorbic Acid (Vitamin C),Stevia Extract (Rebaudioside A),.","Grove Square Cider Variety Pack, 54 Single Serve Cups"
4119,Ingredients,100% Arabica Coffee.,New England Coffee�� Keurig�� Hot French Roast 12-0.40 oz. Cups
4120,Ingredients,100% Arabica Coffee.,Maxwell House Cafe Collection French Roast Dark Roast Coffee Single Serve Cups
4121,Ingredients,"Water,Apple Juice Concentrate and Malic Acid.","Gefen 100% Apple Juice from Concentrate,4 - 6.75 oz Box per Pack, (Pack of10)"
4122,Ingredients,Enriched Flour,"GAMESA Maria Roll Cookie, 5.5 Ounce"
4124,Ingredients,"Citric Acid,Maltodextrin,Calcium Phosphate,Aspartame (Phenylketonurics: Contains Phenylalanine),Modified Cornstarch,Red 40,Contains Less than 2 of Natural and Artificial Flavor,Potassium Citrate,Acesulfame Potassium,Salt,Artificial Color,Blue 1,BHA (to Help Protect Flavor),.","On The Go Drink Mix, Fruit Punch, 14 - 0.09 oz (2.55 g) packets 1.26 oz (35 g)"
4125,Ingredients,"Fragrance,Solubilizers,Emulsifier,Stabilizer,Corrosion Inhibitor,Propellants.",GLADE AEROSOL 8OZ VANILLA BREEZE
4127,Ingredients,Cassava,"Goya Yuca Cassava, 80 Oz"
4128,Ingredients,"Blue Potatoes,Expeller Pressed Canola Oil and/or Safflower Oil and/or Sunflower Oil,Sea Salt.","TERRA Blues Sea Salt Chips, 6 oz"
4129,Ingredients,"Popping Corn,Palm Oil,Salt,less than 2% of: Butter,Natural Flavor,Color Added,TBHQ and Citric Acid (for freshness).",Act II® 100 Calorie Butter Microwave Popcorn 8-31g Mini Bags
4132,Ingredients,"Fresh Whole Potatoes,Sliced and Cooked in 100% Pure Cottonseed Oil,with Salt added.No preservatives added. This is a Gluten Free Food.","Utz Big Bag Potato Chips, 18 oz"
4134,Ingredients,"Cassavas,Vegetable Oil (Corn Oil and/or Rice Bran Oil and/or Cottonseed Oil),Garlic Powder and Salt.","Goya Cassava Chips, Garlic, 4 Oz"
4136,Ingredients,"Corn,Sea Salt.",Suzie's Thin Cakes Corn Lightly Salted Gluten Free 4.6 oz
4137,Ingredients,"Water,Mustard Seed,Distilled Vinegar,Salt,White Wine,Citric Acid,Tartaric Acid,and Spices.","Woebers Reserve Whole Grain Dijon Mustard, 4.25 Ounce -- 6 per case."
4138,Ingredients,Moringa Oleifera Leaves and Mint Leaves.,"Stegosaurus DinoPals, Planter Décor Plant Stand, Blue, for 4 inches Pot"
4139,Ingredients,"Whole Grain Brown Rice,Salt.",Mother's® Salted Plain Brown Rice Cakes 14 ct Bag
4143,Ingredients,flour. salt. starch.,Inaniwa Koraido Japanese Paper Length K-50 (k-l) Wooden Box 160gx9 Bags
4151,Ingredients,"Peeled Mandarin Orange Segments,Water,Sugar.","Roland Mandarin Oranges, Segments in Light Syrup, 6 lbs 9 Ounce (total 105oz)"
4158,Ingredients,"Carbonated Water,Natural Flavor.","La Croix Sparkling Water, Berry, 12 ounce Can (Pack of 12)"
4159,Ingredients,"Water,Reb A (Stevia Extract),Monk Fruit Extract,Potassium Sorbate,Sodium Bensoate,Succinic Acid,and Citric Acid.",EZ-Sweetz Stevia _ Monk Fruit (1.36oz - Liquid Sweetener 300 Servings/Bottle)
4165,Ingredients,"Sugar,black tea and green tea leaves and extracts,citric acid,aspartame,natural flavor,raspberry juice concentrate powder.,Black and Green Tea Leaves,Citric Acid,Aspartame,Natural Flavor,Raspberry Juice Concentrate Powder,Contains caffeine,Phenylketonurics: Contains Phenylalanine","Snapple Raspberry Iced Tea, K-Cup Portion Pack for Keurig Brewers ()"
4167,Ingredients,"100% Italian Extra Virgin Olive Oil.,100 Italian Extra Virgin Olive Oil.","Delallo 100% Italian Extra Virgin Olive Oil, 25.5 FL OZ"
4168,Ingredients,"100% Roasted Coffee.,100 Roasted Coffee. 100 premium coffee,no additives,gluten free,calorie free,No sugar needed,gives you all of the coffee flavor without the bitterness,which is why you don't need sugar,7 times more antioxidants than green tea and 5 times more antioxidants than other coffees,70 less acidity compared to other leading coffees,which makes Puroast ideal for people with chronic heartburn,ulcers or acid reflux,Great tasting coffee any time of the day","Puroast Coffee Vanilla Nut Single Serve Cups, 0.41 oz"
4169,Ingredients,"Artichoke Hearts Water,Salt and Citric Acid.","Sun Of Italy, Artichokes, Water, 24/14 Oz"
4170,Ingredients,"Cane Sugar,Glucose,Gum Base (Contains Natural Chicle),Brown Rice Syrup,Natural Peppermint Flavor,Gum Arabic,Resinous Glaze,Beeswax,Carnauba Wax,And Chlorophyll.","Glee Gum Peppermint, 16-Piece Boxes (Pack of 12)"
4175,Ingredients,"Sugar,Fructose,Citric Acid (Provides Tartness),Contains Less Than 2% of Natural and Artificial Flavor,Ascorbic Acid (Vitamin C),Vitamin E Acetate,Magnesium Oxide and Calcium Silicate (Prevent Caking),Salt,Artificial Color,Blue 1,BHA (Preserves Freshness).","Kool-Aid Twists Drink Mix, Ice Blue Raspberry Lemonade, 20 Ounce"
4178,Ingredients,"Gelatin,Adipic Acid (for Tartness),Disodium Phosphate (Controls Acidity),Maltodextrin (from Corn),Fumaric Acid (for Tartness),Aspartame† (Sweetener),contains less than 2% of Natural and Artificial Flavor,Acesulfame Potassium (Sweetener),Salt,Yellow 6,Red 40,BHA (Preservative).,Adipic Acid (For Tartness),Maltodextrin (From Corn),Fumaric Acid (For Tartness),Aspartame (Sweetener),Contains Less Than 2% Of Natural And Artificial Flavor,BHA (Preservative),.","Jell-O Gelatin Dessert Sugar Free Low Calorie Orange, 0.3 Oz"
4181,Ingredients,"WATER,ALCOHOL (35% MINIMUM) AND VANILLA BEAN EXTRACTIONS.,Water,Alcohol (35 Minimum),and Vanilla Bean Extractions.","Morton _ Bassett, Pure Vanilla Extract, 4 Oz"
4182,Ingredients,"SUGAR,RICE FLOUR,SALT,MALTODEXTRIN,CINNAMON.",RICE MAJARETE PUDDING
4183,Ingredients,Contains Caramel.,"Jack Daniel's Tennessee Honey, 750.0 ML"
4186,"No artificial Ingredients or preservatives, USDA organic, Pretzel bunnies","No artificial Ingredients or preservatives, USDA organic, Pretzel bunnies",Annie's® Organic Pretzel Bunnies Pretzels 7 oz
4188,Ingredients,"Tomatillos,Bell Peppers,Water,Jalapeno Peppers,Onions,Salt,Distilled Vinegar,Garlic,Garlic Powder,0.1% Sodium Benzoate (as a Preservative),Dehydrated Cilantro,Xanthan Gum and Citric Acid.",La Victoria Thick'n Chunky Mild Salsa Verde 16 oz. Jar
4192,Ingredients,"Certified Gluten-Free Oats,Dried Cane Syrup,Canola Oil,Sunflower Seeds,Vanilla Extract,Flaxseed,Cinnamon,Sea Salt.","Love Grown Simply Oats Oat Clusters, 12.0 OZ"
4193,Ingredients,"Sugar,Dextrose,Carrageenan,Salt,Silicon Dioxide,Natural and Artificial Vanilla Flavor,Artificial Colors FD&C Yellow #5 and FD&C Yellow #6.Caramel ingredients: High Fructose Corn Syrup,Corn Syrup,Water,Natural Flavor,Caramelized Sugar Syrup,Potassium Sorbate (As Preservative).","Goya Caramel Flan, 5.5 oz"
4194,Ingredients,"Sugar,Corn Syrup,Modified Food Starch,contains 2% or less of the following: Apple Juice Concentrate,Grape Juice Concentrate,Lemon Puree,Cherry Juice Concentrate,Orange Puree,Citric Acid,Fumaric Acid,Sodium Citrate,Sodium Lactate,Natural and Artificial Flavors,Color Added,Red 40 Lake,Blue 1 & 2 Lake,Yellow 5 & 6 Lake,Beeswax,Carnauba Wax,Confectioner's Glaze.","Jelly Belly Sours Jelly Beans, 7.0 OZ"
4195,Ingredients,"100% Mountain Grown Arabica Coffee.,100 Mountain Grown Arabica Coffee.","Arbuckles Fine Roasted Coffees French Vanilla, 1.3 OZ"
4197,Ingredients,"TOMATOES,TOMATO PUREE (WATER,TOMATO PASTE,ONIONS,JALAPENO PEPPERS,WATER,GREEN CHILES,SALT,DISTILLED VINEGAR,GARLIC,XANTHAN GUM,PAPRIKA AND SPICE.","La Victoria Thick and Chunky Salsa, Hot, 16 Oz"
4202,Ingredients,"Water,Emulsifier,Propellant,Fragrance,Solubilizer,Corrosion Inhibitor,Preservative.","Glade Room Spray Air Freshener, White Tea _ Lily, 8 Ounces"
4205,Ingredients,"Instant Green Tea*,Maltodextrin,Citric Acid,Ascorbic Acid (Vitamin C),Gum Arabic,Honey,Acesulfame Potassium,Sucralose,Caramel Color,Natural Lemon Flavor. *One Serving Contains Approximately 70mg of Antioxidants.,Instant Green Tea,Natural Lemon Flavor.","4C Totally Light Green Tea Iced Tea Mix, 20 ct"
4206,Ingredients,"Seaweed (Finest Korean Seaweed), Expeller Pressed Canola Oil, Sesame Oil, Sea Salt,Seaweed (Finest Korean Seaweed),Expeller Pressed Canola Oil,Sesame Oil,Sea Salt","Sea's Gift Korean Seaweed Snack (Kim Nori), Roasted & Sea Salted, 0.17-Ounce Bags (Pack of 24)"
4208,ingredients,"Water, High Fructose Corn Syrup, Citric Acid, Sodium Chloride (Electrolyte), Potassium Citrate (Electrolyte), Acacia, Natural Flavors, Ester Gum, Magnesium Chloride (Electrolyte), Calcium Chloride (Electrolyte), Potassium Phosphate (Electrolyte), Niacinamide (B3), Yellow 5 Pyridoxine Hydrochloride (B6), Cyanocobalamin (B12).",Powerade Lemon Lime Sports Drink 20 Oz 8 Pk
4209,Ingredients,"Strawberry: Sugar, Corn Syrup,Dried Corn Syrup, Pear Puree Concentrate,Modified Corn Starch,Fructose,Maltodextrin,Palm Oil. Contains 2% or Less of: Cottonseed Oil,Glycerin,Grape Juice Concentrate,Carrageenan,Citric Acid,Monoglycerides,Sodium Citrate,Malic Acid,Vitamin C (Ascorbic Acid),Natural Flavor,Potassium Citrate,Agar-Agar,Red 40,Xanthan Gum.Tropical: Sugar, Corn Syrup,Modified Corn Starch, Fructose, Maltodextrin,Palm Oil. Contains 2% or Less of: Cottonseed Oil,Carrageenan, Citric Acid, Monoglycerides,Xanthan Gum,Color (Red 40,Blue 1,Yellows 5 & 6).,Strawberry: Sugar,��Corn Syrup,Dried��Corn Syrup,��Pear Puree Concentrate,Palm Oil.��Contains 2% or Less of: Cottonseed Oil,Xanthan Gum.Tropical: Sugar,��Corn Syrup,Modified Corn Starch,��Fructose,��Maltodextrin,Carrageenan,��Citric Acid,��Monoglycerides","Fruit Gushers Strawberry Splash and Tropical Fruit Flavored Snacks Mega Pack, 0.9 oz"
4212,Ingredients,60 minimum,Dark Mint Organic Chocolate Bar
4213,Ingredients,"Orange Pekoe & Pekoe Cut Black Teas.,Orange Pekoe Pekoe Cut Black Teas.","Luziane Iced Tea, 100 Ct"
4214,Ingredients,"Citric Acid,Black and Green Tea,Corn Syrup Solids,Maltodextrin,Aspartame†,Ascorbic Acid (Vitamin C),Natural Flavors,Sodium Citrate,Potassium Citrate,Caramel Color,contains 2% or less of the following: Vitamin E Acetate,Acesulfame Potassium,Vitamin A Palmitate,Calcium Silicate.†Phenylketonurics: Contains Phenylalanine.",Diet Snapple Singles To Go! Lemon Tea - 6 CT
4215,Ingredients,"Decaffeinated Black Tea,Natural Oil of Bergamot.,Decaffeinated black tea, Natural oil of bergamot,Decaffeinated black tea,Natural oil of bergamot",Bigelow174 Earl Gray Decaffeinated Tea - 20ct
4218,Ingredients,"Water,Sugar,Dextrose,Citric Acid,Natural and Artificial Flavor,Salt,Sodium Citrate,Monopotassium Phosphate,Modified Food Starch,Glycerol Ester of Rosin,Blue 1.",Gatorade Cool Blue Sports Drink 32 Oz
4219,Ingredients,Semolina and Durum Flour,La Moderna Pasta Shells 7 Oz
4221,Ingredients,"Grape Juice,Grape Juice Concentrate,Potassium Sorbate And Potassium Metabisulfite Added To Enhance Freshness.",Kedem Juice Sprkl Concord
4223,Ingredients,"Marsala Wine,Salt,Potassium Metabisulfite (Preservative),.","REESE WINE COOKING MARSALA, 12.7 FO"
4224,Ingredients,"Brown Rice Flour,Whole Grain Yellow Corn,Potato Starch,Safflower Oil,Red Bell Pepper Seasoning (Maltodextrin Salt, Tomato Powder, Onion Powder, Sugar Garlic Powder, Natural Flavoring, Yeast Extract, Green Pepper, Red Bell Pepper, Spices and Herbs, Tocopherol (Antioxidant), Ascorbic Acid (to Help Protect Flavor)),Oat Fiber,Dried Cane Syrup,Sesame Seed,Flax Seeds,Millet,Quinoa Seeds.",Crunchmaster Multi-Grain Roasted Vegetable Cracke Roasted 4.5 Ounce
4225,Ingredients,Contains FD&C Yellow #5.,"Mike's Classic Margarita Frozen Cocktail, 10 fl oz"
4227,Ingredients,Corn. No Additives or Preservatives.,Melissa's Dried Roasted Sweet Corn
4231,Ingredients,flour. salt. edible vegetable oil. s.,Kamo River Tenobehoso Udon 200gx2 Bags
4232,Ingredients,flour. salt. modified starch.,270gx20 Pieces Hisashi Toda Slippery Noodles
4233,Ingredients,"Flour (USA),. salt (Japan),. seaweed p.",Matsuda Seaweed Yutakamen (100gx3) X12 Bags
4234,Ingredients,flour. salt.,400gx25 Pieces Toa Food Misfortune Up Somen
4235,Ingredients,"Pomegranate Raspberry: Rosehips,Hibiscus,Natural Pomegranate and Raspberry Flavours with other Natural Flavours,Orange Leaves,Apple Pieces,Liquorice Root,Roasted Chicory Root Bedtime Blend: Camomile,Spearmint,Lemongrass,Natural Spearmint Flavour,Linden,Orange Leaves,Orange Blossom,Lemon Myrtle,Rosebuds,Hawthorn Orange Cinnamon Spice: Rooibos,Vietnamese Cinnamon,Natural Orange Flavours with other Natural Flavours,Orange Peel Pure Camomile: Camomile.",Twinings of London�� Assorted Herbal Variety Pack 20 Ct Tea Bags 1.23 Oz. Box
4241,Ingredients,"Water,Banana Puree Concentrate,Natural Flavor,Citric Acid and Sugar.","Looza Banana Juice Drink, 33.8 Fl Oz"
4244,Ingredients,"Peaches,Water,Sugar,Citric Acid,Natural Flavor,Preservatives (Ascorbic Acid, Sodium Benzoate, Potassium Sorbate),.",Del Monte�� Fruit Naturals�� Yellow Cling Peach Chunks In Extra Light Syrup 7 Oz. Cup
4247,Ingredients,"Fragrance,Solubilizers,Emulsifier,Stabilizer,Corrosion Inhibitor,Propellants,SCJ Formula # 35*21811","Glade Air Spray, Red Honeysuckle Nectar, 8 oz."
4254,Ingredients,"Other Ingredients: Chamomile,Spearmint,Peppermint,Lemongrass,Tilia Flowers and Orange Blossoms,Chamomile,Tilia Flowers and Orange Blossoms.",Celestial Seasonings Sleepytime Tea Sleepytime Echinacea Complete Care - 20 CT
4255,Ingredients,"Purified Water,Organic Extracts of Vanilla Beans,Lemongrass Leaves,Spearmint Leaves,And Natural Flavor.","Ayala's Herbal Water Lemongrass Mint Vanilla, 16.0 FL OZ"
4256,Ingredients,"Sugar,Gelatin,Fumaric Acid (for Tartness),Sodium Citrate (Controls Acidity),Contains less than 2% of the following: Natural and Artificial Flavor,Salt,Disodium Phosphate (Stabilizer),Aspartame* and Acesulfame Potassium (Sweeteners),Red 40,Blue 1.","Royal Cherry Gelatin, 1.4 oz"
4257,Ingredients,"Sugar,Natural Flavor,Beet Juice (for Color),Less than 2% of Carrageenan,Beta Carotene (for Color),Sodium Ascorbate (Vitamin C),Ferric Pyrophosphate,Citric Acid,Zinc Sulfate,Thiamine Hydrochloride (Vitamin B1)",NESTLE® NESQUIK® Strawberry Flavored Powder 8 oz. Canister
4259,Ingredients,"Potatoes,Safflower and/or Sunflower and/or Canola Oil,Sea Salt.","Kettle Brand 40% Reduced Fat Potato Chips, Sea Salt, 8 Ounce Bags"
4262,Ingredients,"Potatoes,Cottonseed Oil,Dextrose,Salt,Sugar,Corn Flour,Torula Yeast,Onion and Garlic Powders,Horseradish Powder,Tomato Powder,Natural Coloring (Includes Extractives of Paprika,Annatto and Turmeric),Spice Extractives,Natural Smoke Flavor.","Utz Ripples Barbeque Potato Chips Big Bag, 14.5 OZ"
4266,Ingredients,"Brown Rice Flour, Tapioca Starch, White Rice Flour, Potato Starch, Sorghum Flour, Evaporated Cane Sugar, Arrowroot Starch, Sea Salt, Guar Gum. Yeast Packet (7g) included. (Yeast is included in the 11.29 oz. size only).,Brown Rice Flour,Tapioca Starch,White Rice Flour,Potato Starch,Sorghum Flour,Evaporated Cane Sugar,Arrowroot Starch,Sea Salt,Guar Gum. Yeast Packet (7g),included. (Yeast is included in the 11.29 oz. size only),.","Pamela's Products Gluten Free Pizza Crust Mix, 4 Pound"
4271,Ingredients,"Black Tea,Natural Chai,Cinnamon Ginger Flavours with Other Natural Flavours,Cardamom,Clove.","TWINING TEA TEA CHAI ULTRA SPICE, 20 BG (Pack of 3)"
4272,Ingredients,"Organic Powdered Cane Sugar (Contains 3 Tapioca Starch),Organic Cocoa Powder (Alkalized),Sea Salt,Gluten Free Vanilla Powder.","Pamela's Products Gluten Free Frosting Mix, Dark Chocolate, 12 Ounce"
4273,Ingredients,"WATER,TAMARINDPULP,HIGH FRUCTOSE CORN SYRUP,CORN SYRUP,ASCORBIC ACID (VITAMIN C).","Goya Tamarind Nectar, 9.6 Ounce -- 24 per case."
4274,Ingredients,"Pork, Salt, Rose Wine Concentrate, Sugar, Spices, Natural Flavoring, Garlic, Lactic Acid Starter Culture.",Volpi Rose Wine Salame - 8 Ounce
4277,Ingredients,"Apples. Vegetable Oil (Contains One or More of The Following: Safflower Oil,Sunflower Oil and/or Canola Oil),Corn Syrup,Citric Acid,Ascorbic Acid (Vitamin C).","Good Health Apple Chips Original, 2.5 OZ"
4280,Ingredients,"Sugar,Corn Syrup,Modified Food Starch,Fruit Juice from Concentrate (Pear, Orange, Strawberry, Cherry, Lime, Lemon),Contains Less Than 2% of The Following: Citric Acid,Malic Acid,Fumaric Acid,Sodium Citrate,Natural And Artificial Flavors,Dextrin,Confectioners Glaze,Carnuba Wax,Medium Chain Triglycerides,Red #40,Blue #1,Yellow #5 (Tartrazine),.","Mike and Ike Berry Blast Chewy Fruit Flavored Candies, 5 oz"
4284,Ingredients,"Tomatoes,Water,Brown Sugar,Onion,Tomato Puree,Sweet Green Peppers,Distilled vinegar,Pomegranate Concentrate,Corn Starch,Chipotle Pepper,Cilantro,Salt,Spices,Natural Pomegranate Flavor,Garlic.,Distilled Vinegar,Spices Natural Pomegranate Flavor","Mrs. Renfro's Gourmet Salsas Pomegranate Salsa With Chipotle Medium, 16.0 OZ"
4285,Ingredients,"Sugar,Dextrose,Cornstarch,Modified Cornstarch,Contains less than 2% of Natural and Artificial Flavor,Salt,Polysorbate 60 (Prevents scorching),Calcium Carrageenan (Thickener),Yellow 5,Yellow 6","Jell-O Pudding _ Pie Filling Cook _ Serve Vanilla, 3 Oz"
4287,Ingredients,"Organic 100% Arabica Coffee (Flavored Coffees Also Contain Natural Flavors).,Arabica Organic Coffee (Flavored Coffee Also Contain Natural Flavors),.","Organic Coffee Company Whole Bean Coffee, Breakfast Blend, 12 Oz, 1 Ct"
4290,Ingredients,Extra Virgin Olive Oil.,"Gaea Cat Cora's Kitchen Olive Oil, Kalamata Greek Extra Virgin, 17 Oz"
4292,Ingredients,Sesame Seed Oil,Kadoya Pure Sesame Oil 11 fl. oz.
4293,Ingredients,"Milled Corn,Sugar,Malt Flavor,Contains 2% or less of salt,BHT added to packaging for freshness,Vitamins and Minerals: Iron,Vitamin C (Sodium Ascorbate,Ascorbic Acid),Vitamin B6 (Pyridoxine Hydrochloride),Vitamin B2 (Riboflavin),Vitamin B1 (Thiamin Hychloride),Vitamin A Palmitate,Folic Acid,Vitamin D,Vitamin B12,Malt Flavoring,High Fructose Corn Syrup,Salt,Iron,Niacinamide,Sodium Ascorbate And Ascorbic Acid (Vitamin C),Pyridoxine Hydrochloride (Vitamin B6),Riboflavin (Vitamin B2),Thiamin Hydrochloride (Vitamin B1),And Vitamin D. to Maintain Quality,BHT Has Been Added to The Packaging.","Kellogg's Corn Flakes Cereal, 36 oz box"
4294,Ingredients,100% Pure Cocoa Powder.,PASKESZ COCOA PURE
4295,Ingredients,"Sugar,Gelatin,Fumaric Acid (for Tartness),Sodium Citrate (Controls Acidity),Contains less than 2% of the following: Natural and Artificial Flavor,Salt,Disodium Phosphate (Stabilizer),Aspartame* and Acesulfame Potassium (Sweeteners),Red 40,Blue 1.","Royal Raspberry Gelatin, 1.4 oz"
4296,Ingredients,"TOMATOES,TOMATO PUREE (WATER,TOMATO PASTE),ONIONS,JALAPENO PEPPERS,WATER,GREEN CHILES,SALT,DISTILLED VINEGAR,GARLIC,XANTHAN GUM,PAPRIKA AND SPICE.","La Victoria Thick and Chunky Salsa, Mild, 16 Oz"
4297,Ingredients,"Maltodextrin,Food Starch Modified,Tetrasodium Pyrophosphate and Disodium Phosphate (Stabilizers),Contains less than 2% of the following: Artificial Flavor,Xanthan and Guar Gum (Thickeners),Artificial Color,Calcium Sulfate (for proper set),Mono-and Diglycerides (Emulsifier),Aspartame* and Acesulfame Potassium (Sweeteners),Partially Hydrogenated Cottonseed Oil,Salt,Red 40,Yellow 5,TBHQ and Citric Acid added to preserve freshness,* Phenylketonurics: contains Phenylalanine","Royal Instant Sugar Free Vanilla Reduced Calorie Pudding _ Pie Filling, 1.7 oz"
4298,Ingredients,"Sugar,Gelatin,Fumaric Acid (for Tartness),Sodium Citrate (Controls Acidity),contains less than 2% of the following: Natural and Artificial Flavor,Salt,Disodium Phosphate (Stabilizer),Aspartame* and Acesulfame Potassium (Sweeteners),Red 40,Blue 1.","Royal Strawberry Gelatin, 1.4 oz"
4299,Ingredients,"Sugar,Gelatin,Fumaric Acid (For Tartness),Sodium Citrate (Control Acidity),Contains of the following: Natural and Artificial Flavor,Salt,Disodium Phosphate (Stabilizer),Aspartame* and Acesulfame Potassium (Sweeteners),Red 40 Lake,Yellow 5 Lake,*Phenylketonurics: Contains Phenylalanine","Royal Orange Gelatin, 1.4 oz"
4302,Ingredients,"Camomile,Spearmint,Lemongrass,Natural Spearmint Flavour,Linden,Orange Leaves,Orange Blossom,Lemon Peel,Rosebuds,Hawthorn Berries.",Twinings of London® Nightly Calm® 12 ct K-Cup® Pods 1.16 oz. Box
4304,Ingredients,"Product Contains Select High-Quality Olive Oil from Spain,Italy,Tunisia,Greece And Argentina.","Pompeian Imported Classic Pure Olive Oil Mild, 32.0 FL OZ"
4306,Ingredients,"High Fructose Corn Syrup,Corn Syrup,Water,Strawberries,Fructose,Modified Corn Starch,Contains 2% or less of: Natural Flavor,Citric Acid,Potassium Sorbate (Preservative),Red 40,Strawberry Puree Concentrate,Corn Starch-Modified,Natural Flavor,Red 40.","Smucker's  Strawberry Syrup, 20 oz"
4307,Ingredients,"Tomatillo,Water,Onion,Dehydrated Onion,Jalapeno Pepper,Salt,Cilantro,Distilled Vinegar,Xanthan Gum (Natural Thickener),Dehydrated Garlic and Black Pepper.","Jardines 7J Salsa Tomatillo Medium, 16.0 OZ"
4312,Ingredients,"SAUSAGE: MECHANICALLY SEPARATED CHICKEN,WATER,SALT,CORN SYRUP. CONTAINS 2% OR LESS OF: BEEF,PORK,DEXTROSE,NATURAL FLAVORS,SODIUM NITRITE,GARLIC POWDER. BROTH: CHICKEN BROTH.","GOYA SAUSAGE VIENNA, 5 OZ"
